size,p,err_pade,err_rk45,err_sp,err_10
9,5000,3.95160546835049840299660816696e-13,4.96575380471256678544414418858e-13,1.37930925471049910964667279842e-11,1.30045007394335295924208193065
9,6000,3.69961641741914825730659298978e-13,8.01257616388192354202385421454e-13,1.49290091870192115056131537193e-11,1.0
9,7000,4.71613064583270187529127358404e-13,7.486836399194152762128498915e-13,1.0,1.0
9,8000,5.58918352365657409164214786691e-13,5.58918370758475690823538016912e-13,1.0,1.5554594179008017087710860045
9,9000,4.09619057895676179321544972492e-13,9.72791573949915999076285783516e-13,1.0,1.0
9,1000,7.41740432542519931797788661504e-14,1.12850378336897930182787747077e-13,2.43945485313909547945061673071e-12,2.22805223754344451934142191552
9,2000,1.42935770669301641157934892174e-13,3.39557666673217155600230665886e-13,4.83197314240054121592542962792e-12,2.0764745821210901074659644106
9,3000,1.36596355639236189539687734659e-13,2.77077490101056768772099325609e-13,1.0,2.89852465051045224317534516973
9,4000,3.0345331148151601537989326039e-13,3.9150437904701719386912674499e-13,1.0,2.93375847404746281381359909431
9,5000,3.38977126218689957192345723866e-13,4.48449210958187136413967183966e-13,1.0,2.92644804989761245019955403309
9,6000,4.48629139240534501771053196591e-13,7.24678530962343242493785314831e-13,1.0,2.88128145285292367831514796497
9,7000,5.77021505285533961951290250717e-13,1.05110299683652100161125392578e-12,1.0,2.83494619094240834766604641894
9,8000,6.68405577151329529856969506036e-13,7.13836375294668717469642447594e-13,1.0,2.79571371220282880771813282449
9,9000,5.1041993663202207612823967402e-13,9.7685503711776715256552679011e-13,1.0,2.75995133057168403033537761107
9,1000,6.44294386933406976261779353114e-14,1.02491491329883609672284514673e-13,1.61087963958121876882562058664e-12,1.15966551854773882298076010264
9,2000,1.22002452896737870862849310281e-13,1.91210656805957786329427053985e-13,3.41347881083252330210091149986e-12,1.36392592797921625424018298829
9,3000,1.96803510394093926665304158234e-13,2.53180472638089782460766518771e-13,9.91445492569770762125330582925e-12,1.33606429385097372453914663816
9,4000,3.04873229046647248536675136809e-13,3.04873227715111961167826394263e-13,6.19486065897188345346702236565e-12,1.2140930075381669861929806265
9,5000,3.8157769886383836364142284298e-13,6.01283507789339900660566454891e-13,1.30674120660700417562426018129e-11,1.17269400055669921494604725399
9,6000,2.67761749979591684943952700226e-13,4.6446345635471301162157659569e-13,1.90056025332579293330294379515e-11,1.35924017466675970863385016635
9,7000,4.96918372223443594255888465977e-13,4.18558850795226391090157470209e-13,1.24776209787333385464454898753e-11,1.55876360027143310375507487841
9,8000,4.79295740753629134276618473685e-13,4.79295641657870272639273237611e-13,1.0,1.67438395112114943819894751096
9,9000,8.4896999439615090790630057232e-13,9.08718794663197912601213726516e-13,1.0,1.76598608169451910136261459243
9,1000,6.42100367724515053760526253866e-14,9.6645101260258270201605863766e-14,9.36379461678505738322582466087e-13,1.46658575953023190665340941457
9,2000,1.95390812087532637359188720875e-13,2.3628836083553769301547624251e-13,1.85945088729466172941764383328e-12,1.50295085570578839822020889492
9,3000,1.84704480681657004071009709669e-13,4.05470316125836833076947137366e-13,8.33535097054119443084629506438e-12,1.48640412922206156319263540558
9,4000,2.82447364162160154667864191933e-13,4.14538010396326451085955955557e-13,1.0,1.49647711459447556868151530975
9,5000,4.69693630414929617083728358764e-13,5.79645321804076812550622706106e-13,1.0,1.51105086970263887614488741822
9,6000,4.59034787264308490370371634368e-13,8.11807739837219648721169688796e-13,1.0,1.54159121331433252207753027706
9,7000,5.09013412187781648068651211539e-13,8.72476385220191221601716832281e-13,1.0,1.58544882194798777698979807179
9,8000,7.0747240982465198476498181747e-13,7.07472413715871574893417350195e-13,1.0,1.7504200821334328397270044924
9,9000,8.37385712960730918767486949054e-13,1.05564955613424340205367518337e-12,1.0,1.59324679129619042313005904177
10,1000,6.7941960192113979778077964669e-14,1.07514706718072208144013829525e-13,1.72817403763497472448616519766e-12,1.40496496640297675961583265169
10,2000,1.63469150528305815669505654841e-13,2.5040764340033621904239684553e-13,1.0,1.39654076529107059872761860301
10,3000,2.30265992379237770628769699877e-13,2.30266019428424303389701182008e-13,1.0,1.404315489822031593369877516
10,4000,2.81699591312923752304729900771e-13,5.52706051349475388373205183654e-13,1.0,1.44619689093797885599434694148
10,5000,3.12545237590448484297523316672e-13,7.25433186753116040128514511454e-13,1.0,1.46812832445740954729797723419
10,6000,5.33772238351680049343971242679e-13,5.33772255070922030497584666779e-13,1.0,1.72398620920890667188393174117
10,7000,6.45141198219272068563645855749e-13,8.94208838750474950621109902798e-13,1.0,1.63021309652632599515334660125
10,8000,5.71753790137768359475724711949e-13,7.72314362627796128892762761775e-13,1.0,1.7272211599634602482725706284
10,9000,4.74208826529453795889452989132e-13,6.55343666896326368770346619011e-13,1.0,1.7283335450010729649751364679
10,1000,8.1754792509689218685699363408e-14,1.06507274516707630675781574714e-13,2.41171347002116615469925283906e-12,2.91265376958953163295082293191
10,2000,1.60419209852725574400554425397e-13,1.75641025561138032523919867135e-13,4.68722739867130229848750680937e-12,2.91264722710466347397775082822
10,3000,2.06833196945382340327971211868e-13,3.66696770949625423621259283294e-13,1.13359397437481720599511018404e-11,2.91253531994742292957063472444
10,4000,1.69756226346578449380792954725e-13,4.380002127951559387706004771e-13,9.38736843372014619925050218097e-12,2.91235236654518606036572558783
10,5000,4.31012550351306339841403624144e-13,4.31012580349075932879282689811e-13,7.65972503495684399294703127556e-12,2.91217709347482238982293106984
10,6000,5.96664733870722764609560826067e-13,5.96750235515977879367987648465e-13,1.0,1.0
10,7000,6.30044729614470798452129305253e-13,7.67097545534224567033872695419e-13,1.0,1.0
10,8000,7.13899329409039666015593834342e-13,9.54787558679341026794258042517e-13,1.0,1.0
10,9000,6.80273027238671757512122257971e-13,1.20634404350506553250647778258e-12,1.0,1.0
10,1000,6.58585730430507373281913087522e-14,6.58036229431751390678856051289e-14,2.59436605162173944658058115728e-12,1.39688389304898178498454057092
10,2000,1.79195338806449541921517507181e-13,2.51267903843981388809407046221e-13,4.83240995326096438801104544242e-12,1.25131335469477986287722831971
10,3000,2.67972748378181590265719816747e-13,2.67986786895057921094244245255e-13,1.0,1.21869129510231529933427723042
10,4000,3.50121666180984109214901798982e-13,5.4278784540266705013354962495e-13,1.0,1.45841289537846173830123205729
10,5000,3.22317377245490790778095315854e-13,7.94852223451333066598908491524e-13,1.0,1.38685142909821940228912707952
10,6000,4.51581898403625444526852603842e-13,6.99588252631301851615416288572e-13,1.0,1.34410094096108580323470554567
10,7000,4.99144857538465644894147015567e-13,6.36080018762909407268132165094e-13,1.0,1.35009225052180968745226450171
10,8000,6.17127583436011442662615500559e-13,9.11908232720853010106969393684e-13,1.0,1.35612587788735357016976386887
10,9000,7.1286327092337858448496844922e-13,1.13658156103506730420999627505e-12,1.0,1.36855653334263999969956736963
10,1000,6.70606746593073741597837201141e-14,1.07078694716059038590085215086e-13,1.0,1.27557978094381461273894793871
10,2000,1.54187809371056558679335897034e-13,2.40671544631471520259471263808e-13,1.0,1.15063920881164809084080331883
10,3000,2.32800426845779320473300706537e-13,2.25323904702061420142436039624e-13,1.0,1.14532660986843911593535006471
10,4000,3.77855279387828838714097412471e-13,5.10682672467701887293249583261e-13,1.0,1.1313193825036876508234802803
10,5000,3.42491461670972684081654497239e-13,5.29073566061860337434664332137e-13,1.0,1.0
10,6000,5.56647964555362263773499484388e-13,5.70218312847670115853068528915e-13,1.0,1.0
10,7000,4.42319353090265288656878566365e-13,1.05267835627063034461351887248e-12,1.0,1.0
10,8000,6.61351654510799625802561640507e-13,9.23823604984965469075972746269e-13,1.0,1.0
10,9000,6.17162605895382813152509523543e-13,7.11334602330976039743608064271e-13,1.0,1.0
10,1000,5.46582953812274126973962886321e-14,1.18211292112887801532463763057e-13,2.77146844456055949957097105967e-12,1.34318278781563195370238740196
10,2000,8.07096786710717958156787545673e-14,1.17944150697122925135457272104e-13,5.53822354359472638777452990318e-12,1.3807423642401042660615905196
10,3000,2.01846431220876148715372200871e-13,3.34199849023201587355354865102e-13,7.98483861878206531501088484733e-12,1.38673331490756329247419788127
10,4000,3.80171922274650156314452697991e-13,6.12416111793296345105259413699e-13,1.09356136613200669517063240409e-11,1.37223484810308064194674710995
10,5000,3.72332059259535449760404733689e-13,5.14263722961307815804616390046e-13,1.0,1.39535847887190380390023736973
10,6000,3.67817427801418860019532833131e-13,8.4271318618219236473105605321e-13,1.0,1.43425542008289514698002343198
10,7000,6.00310469464252535588018717353e-13,6.00338765458262359278592656945e-13,1.0,1.5707954394744081492525672469
10,8000,3.27345365077110180205448769292e-13,1.04996441019358139386559047837e-12,1.0,1.79914007873778559385466470461
10,9000,7.55486684069417872719814081397e-13,9.77435642719671760398074146088e-13,1.0,2.0483272235935499388350308227
10,1000,6.64146789392071790820708063404e-14,8.86099260749506891479288530678e-14,2.31560530338864169893920258641e-12,1.79965907123942397670141001233
10,2000,1.4121207788500001742543954692e-13,2.1479233885407447867494286973e-13,4.93142908490397845913069844091e-12,1.33958123951519748378250232991
10,3000,1.74313106346831879049165776493e-13,1.74313105659743395371190938916e-13,7.75593919988745589920206242638e-12,1.33542139309885109246986289975
10,4000,2.27840952395046986991213638356e-13,4.58037085480244592863094273673e-13,1.0,1.33362999336548901388079164552
10,5000,2.55038044848890049682098991421e-13,6.10614858635577233963919931773e-13,1.0,1.32293777475359236683958841511
10,6000,4.8277331353022135930009521185e-13,5.42535896082622018899811828637e-13,1.0,1.32657633264993001436193084849
10,7000,5.6062919565568663085683632348e-13,7.40721301911971001408599545614e-13,1.0,1.33354954830254802319401291941
10,8000,5.92368180039648357949139655086e-13,6.12849279030395543700715891359e-13,1.0,1.36457711304867409102301672395
10,9000,7.11612611184855242458347492918e-13,1.62602742370541127837898780188e-12,1.0,1.39431468022686008816225536672
10,1000,4.99273049729372384108928865051e-14,1.10823785222470169903630711645e-13,2.53700415670532238002186945154e-12,1.17278809110453357983582796865
10,2000,1.65197712292245546218712424736e-13,1.67231843769543082697033424847e-13,5.08155641280948481078865964914e-12,1.25413314825412289043639058993
10,3000,2.2855989356221605530511809745e-13,2.59743397409401354027050940695e-13,7.08951760626113884160583522785e-12,1.28928685659941962724195064692
10,4000,3.1023827890497753468631032822e-13,3.42618183219761322219541883196e-13,9.89706147916534774533402174089e-12,1.32190822426308625460220514883
10,5000,4.22085848896551609280459951385e-13,7.13050192115296030317644185153e-13,9.90915007875706460569150414721e-12,1.35578771496663193844962873034
10,6000,4.69360420140919338006158329684e-13,7.58081967778323570472190646005e-13,1.492001046454719765136410207e-11,1.3870648570801211679797865828
10,7000,6.05038946245547426875040419501e-13,7.74194974137080299534785187262e-13,1.59530829111191433665754888556e-11,1.41427019515712321611306995416
10,8000,6.44942144118710047801779625275e-13,6.44970608565070741184309790187e-13,1.99907916495248113176798837421e-11,1.42117657364347385172423350714
10,9000,5.8494599447502943235585866603e-13,9.74120562160200615610662684399e-13,1.0,1.42218798384591655745795629295
10,1000,9.93250039123360299412031115407e-14,1.15662610453047374474519941621e-13,2.48221718677176412701666662162e-12,1.17063576569557240499036232119
10,2000,1.70226675427904858037693421313e-13,1.70260290984631918118268577186e-13,4.74487245535343404392337250139e-12,1.2411377394300755905674748427
10,3000,1.69102515881183941881166166719e-13,2.86033751875899063865402885432e-13,8.13852091802468203788433120843e-12,1.31722358564430580718889383109
10,4000,3.18664038072194112525385503517e-13,4.53569110790272075243627032565e-13,1.0,1.264119040739366802408697255
10,5000,4.61574279758511084757578839754e-13,4.61517991154113492286517004428e-13,1.0,1.25114794637093762823054912826
10,6000,5.29071937086776376866665635379e-13,5.42351853476405245528045552746e-13,1.0,1.29818529229576940515105154305
10,7000,3.95870881814796387667903444955e-13,6.84562764703948620547413224222e-13,1.0,1.37883174867732427940090472869
10,8000,7.30079372690529460698105898884e-13,7.30155842440325884830158250083e-13,1.0,1.51660833540919129487944406564
10,9000,7.97382247822942541234341400161e-13,8.20993559987084998116673509685e-13,1.0,1.62369400402153782530486227287
10,1000,8.13642022947783256799316479209e-14,1.10199966499176050252342361569e-13,2.16202686313694706169520242607e-12,1.16886875333929049455439045849
10,2000,1.43509336126213783451827884693e-13,2.96960426956170178256377608056e-13,4.28588795226241820658884594092e-12,1.0
10,3000,2.50353518152521000151751838121e-13,3.40856783463618705236373932683e-13,9.05278533066132944915600323529e-12,1.09965566636682302310184791393
10,4000,2.35692491398604898215019272181e-13,5.53897238673276548060494590464e-13,8.52488868709568981987751339175e-12,1.1505683455258866205017477355
10,5000,3.99033389688558018763948264808e-13,6.12129617430123298016070082538e-13,1.0,1.19246839985284017408812499774
10,6000,5.11633439429482326417827163882e-13,6.61201380158723021862769117229e-13,1.0,1.22035238824869640702882407028
10,7000,6.02262189796772810820953683576e-13,1.12226875750340932284563847822e-12,1.0,1.25100581042984156421342997582
10,8000,4.32581642776065038868276898151e-13,1.20935295805630507958179673188e-12,1.0,1.27860295518370604297874618533
10,9000,7.8306871269454653517519911836e-13,1.27345637328067740860919420739e-12,1.0,1.0
10,1000,8.74237859321459134485315987815e-14,1.19195439814380681273423810658e-13,2.36291456028122974689456931165e-12,1.56421221568202406506496944725
10,2000,1.13928164525161470336621712209e-13,1.13928190725955419690646877185e-13,4.6043220518671479256281659048e-12,1.25344700530780781174052318733
10,3000,2.78514433146406948563671821298e-13,2.9934573873732919654593058609e-13,5.54930669827165092533309153061e-12,1.39898278859333243878856887595
10,4000,3.44385908042098634424010697971e-13,4.01809261775411105042252791883e-13,9.24126485761742130987107240925e-12,1.58018826049977514348871267832
10,5000,3.94782000755217219371519337391e-13,3.93724718617770595405214782776e-13,1.16667260526435980257026130208e-11,1.64868511858756674452464001233
10,6000,5.3549329799416649481882732556e-13,5.35491682439207568269943333258e-13,1.0,1.60845330656452932363545122739
10,7000,5.20466737378110443649390180477e-13,7.93645445771569825923342497108e-13,1.0,1.53191540921178417278240760011
10,8000,6.58551251439919265477502265614e-13,1.16988818324562370941342092996e-12,1.0,1.47640583553723061549978465629
10,9000,7.23916343778778549987765294023e-13,1.21925052263240807319911127863e-12,1.0,1.42996755864447061928025681092
11,1000,4.99928214059321985116635284089e-14,8.74984605431188422208480867338e-14,2.75229984351181802797571904055e-12,1.16301160852880574273223065905
11,2000,1.66857086644642758999102229049e-13,2.52564369783504988324792941818e-13,5.09718769095618402152169205675e-12,1.18181596357714917402498753756
11,3000,1.36537158997004732599959318417e-13,3.68382021658819443075638681282e-13,1.08298285121564380175898925918e-11,1.15742154102391016312807991089
11,4000,2.15929687211651963323529792142e-13,3.87804206290899738076562819312e-13,1.08135370892818348838654923229e-11,1.158172177626013876407372029
11,5000,4.12891804969644949632116570777e-13,6.65767071590158603742152930166e-13,1.66827862312274321906408960941e-11,1.20376062990500113231105374757
11,6000,3.85454663755324000018581145982e-13,7.88722732427098312521592144059e-13,2.21158897764251964113438984093e-11,1.27376137388927746862344578957
11,7000,6.77088617826816731228588670358e-13,7.59003086128666357221103843932e-13,3.08528762270871202602276302875e-11,1.36372596371046724960014484965
11,8000,6.31735949931019464887031739537e-13,7.08501928300471669911083494503e-13,2.12534586515637746385442539514e-11,1.50895267012399318527100547809
11,9000,5.59694503733926234731389576721e-13,8.68315302171738033770676567534e-13,1.0,1.6834685221787651036340831219
11,1000,9.13870864275911365052526296221e-14,1.71102017898786828895625324224e-13,1.0,1.71174853864416440685302723115
11,2000,1.45373068413693078870002491144e-13,2.35358072145701668664877032093e-13,1.0,1.71753604648869347423654574181
11,3000,1.22073163184894518045295351745e-13,4.10048272221117803168192774017e-13,1.0,1.72052893213879757481419483043
11,4000,2.75604401223245346586098725025e-13,4.45781841525013677245529082336e-13,1.0,1.4203659551146065903232460739
11,5000,3.43114427421849872956697858633e-13,3.9761030435053387361581489829e-13,1.0,1.4071399331627090255882266153
11,6000,5.36733399895340214421116963245e-13,5.58686791523906590204985390024e-13,1.0,1.40861511562039362808042283808
11,7000,6.13410115495830207171237740504e-13,6.13410115496953787437763107505e-13,1.0,1.41097953527014758084863217732
11,8000,4.59738902395718009385745617331e-13,8.94782662475908274167208962453e-13,1.0,1.42430462165522653931770236237
11,9000,7.42702541934041244223233555952e-13,1.00453426705212116426960880361e-12,1.0,1.42580890640159357006306048125
11,1000,9.22322132415382182759908818634e-14,1.23634757512294938846873460128e-13,2.04596627986567417446261105298e-12,1.88170216773171483188655277493
11,2000,1.8398621002206886571343430534e-13,1.83960018847131505798022718507e-13,4.20294470776243359113666482933e-12,1.253548315800625996473900155
11,3000,2.52182682852953770300366972151e-13,3.67302121027511074886441872484e-13,7.71952179795026638335189529609e-12,1.14140350876626159964408620795
11,4000,3.08494389799791106771101188275e-13,4.82951809584932109671687821883e-13,8.3935379380835099291224023175e-12,1.30810513559961770439156066488
11,5000,3.83320859518736114221123642456e-13,5.36040022129610805767653663394e-13,1.0,1.51988490490028875046039394816
11,6000,3.3855138915466552136766548047e-13,3.81457293777941338227791062559e-13,1.0,1.64270122921237609486923927644
11,7000,4.29701015493343306044331828169e-13,6.58935303104814806075779169329e-13,1.0,1.72351281606412533161060480308
11,8000,6.44225495015980637934841833954e-13,7.81021216913641995608591336641e-13,1.0,1.75927200242523041033064716351
11,9000,8.56947388290399878673043601775e-13,1.27666481178632515801398527227e-12,1.0,1.77670473968605324350363270904
11,1000,9.96147840957360374788005067997e-14,1.26163751064131754399416024612e-13,2.92710511269849423591084328127e-12,1.64362023469998742868133775873
11,2000,1.26275616174851493174089480578e-13,2.11246424389876938248529081977e-13,6.21934568454081789355571728768e-12,1.570110379692869441930803005
11,3000,2.3071870809873476516650273947e-13,3.59352117189964779593561041804e-13,8.83110715437090260202545187065e-12,1.73129659172495889608161005884
11,4000,1.71322340029174318716186307416e-13,4.3116201815971621589452689422e-13,1.0,1.6771079794633325105759738122
11,5000,4.69637045909976694949936717008e-13,6.04231298799495442911133330772e-13,1.0,1.65019346531761400087839411925
11,6000,5.28870934772667481469387965055e-13,6.85933055038852210363582962317e-13,1.0,1.63570933116176048756403773456
11,7000,6.07637136927204062978175234156e-13,8.37395375912097431506434133622e-13,1.0,1.63003555753261497693545470862
11,8000,5.96291335852658203841362746353e-13,1.19703028656546556167395809759e-12,1.0,1.63440111541758011155407069556
11,9000,7.93735209025287732383928096632e-13,7.93735258348560647046735487648e-13,1.0,1.65036016353887771212942302357
11,1000,6.17266626948318378754597160089e-14,7.70510209800814258458488800105e-14,1.91860109207295508336472062628e-12,2.13064179294629554811300429358
11,2000,1.84903580004637063595349936716e-13,2.31597033579579234735481445996e-13,4.04554257790123052016462855739e-12,1.7759831674703784703921228996
11,3000,1.5617207711201942772789187867e-13,3.18328135187444342952311625477e-13,1.0,1.69970374119206016279419273629
11,4000,3.39086098043163393487942348281e-13,4.54426388165762067115124825511e-13,1.0,1.60842204377115229725356977199
11,5000,4.28853093608510165970034310375e-13,4.28853089001223865588791326141e-13,1.0,1.55973745866984325818304224658
11,6000,4.56767972554239636142816066379e-13,3.82630931103872344871461732498e-13,1.0,1.50124477455812016823051074795
11,7000,4.60048230327826600898529090366e-13,6.00026140398479822409022140443e-13,1.0,1.51314139911818265931244395177
11,8000,5.41052175332702500587430295335e-13,1.02504456160666669706745136849e-12,1.0,1.51564284593470730725451486663
11,9000,4.85554203555983932296359577416e-13,1.10331228683496798468958117626e-12,1.0,1.49980036556166563874738712576
11,1000,6.75688324997657005518006245819e-14,8.82064058332285301901572824318e-14,4.22463154576217377463146810788e-12,1.62789478537588356719104432199
11,2000,1.3842733480077064604444226496e-13,2.11392084680312237612052594288e-13,8.64439623405533249385810383282e-12,1.21516961564031546322275288896
11,3000,2.74267712472742021865267437171e-13,2.22318561991138755449380435418e-13,1.06768882599783121995872652664e-11,1.26175044843788261059826856999
11,4000,2.74383133656334508650957842775e-13,3.59021894745549062681714693229e-13,1.74667919997375100910936987979e-11,1.39333385067094353201773916804
11,5000,4.12600549337427965488099133044e-13,8.08416482768647563341372791845e-13,1.0,1.45898350406812381554793518821
11,6000,3.59935918368370421319959453513e-13,8.53454936981429263989233006993e-13,1.0,1.50894350646116768368765317642
11,7000,4.65014001689549447786599288471e-13,5.00112792653276596124331496568e-13,1.0,1.55207697179689662255172397487
11,8000,5.62383577586213880326605507994e-13,1.00403946847474665060347726889e-12,1.0,1.58099309929695684242020250207
11,9000,6.94275296205275580161110891187e-13,1.25166769926659327925461696088e-12,1.0,1.59571716604331078759888968558
11,1000,8.66310909873315765088195853857e-14,1.07707858254643764673108609813e-13,2.46503774573964690798840511292e-12,1.34922990888550124462708848416
11,2000,1.24976169585043893475221138338e-13,1.45271258927024157158081205247e-13,5.03853444160227271260498798524e-12,1.4062837557628859171483239919
11,3000,1.70702416728197639189146815239e-13,4.58554656572869311418200657585e-13,1.0,1.19124091611562306074254096067
11,4000,2.65188788629090321300595434108e-13,4.96444444586716881686073902618e-13,1.0,1.22231533438769560979053210544
11,5000,3.50772065409687370892509558918e-13,5.11924922097571156218461157707e-13,1.0,1.23062587677374134082380596422
11,6000,3.88458536518224679829824352659e-13,1.00269079571738934495576479036e-12,1.0,1.22067650144463743312549444051
11,7000,5.51944472941398040649125353319e-13,6.62997558600915208150449335124e-13,1.0,1.21877785467249589375769219525
11,8000,6.70757941857456163066567859315e-13,9.14662701975426818265367304197e-13,1.0,1.21407597442222716588834539755
11,9000,5.40357961752117645093938402199e-13,1.10328974168700427916876831363e-12,1.0,1.21885425442152786047704326872
11,1000,8.23616441425143611604987594623e-14,1.0136651021829783196173983527e-13,2.41470156914408788095978434704e-12,1.15507894742999667619284872322
11,2000,1.21006479544681911198109859196e-13,2.35918785167832112390036172226e-13,4.72606003529536629000172895198e-12,1.20375018065900358727205713646
11,3000,1.12466860813195632428827643305e-13,2.68726855789286067886451293066e-13,1.0,1.49301299431168356599630777557
11,4000,3.47386818344001989473319179555e-13,3.47393156419523234365230901999e-13,1.0,1.77957562192669952222432952373
11,5000,3.75185610294378790761835520934e-13,5.83341950280185230477203252609e-13,1.0,1.92338082172838642534292969196
11,6000,5.96682729572686751356335993712e-13,5.96677778933292121046224683967e-13,1.0,1.95318374452749659342636268659
11,7000,6.67474971620001223729511396985e-13,1.00622908213508410173833347884e-12,1.0,1.97122806040325639707550249344
11,8000,6.89281338858187053142175960728e-13,1.04564511632801197963846984737e-12,1.0,1.98766936323308221227999596799
11,9000,6.86627957950793428082157831705e-13,1.13158118581626493203332776199e-12,1.0,1.0
11,1000,8.81527741812915661064325805496e-14,1.23709408726608334817032052434e-13,1.48251102159164003977684879416e-12,1.99863300649527737872217799732
11,2000,1.17033024360691868311538639845e-13,2.67389623388142656162572905663e-13,1.0,1.66455063639743363899029878348
11,3000,2.23319712975843009862036180752e-13,3.63062705043897984141261395904e-13,1.0,1.61405615775096089888313978678
11,4000,2.97235764436064964906796365351e-13,5.45215321217938633198427384494e-13,1.0,1.54159274473423278724846962485
11,5000,2.58057670871207445523172676626e-13,6.17240979860809676883051707842e-13,1.0,1.50382832401168887150353474011
11,6000,4.41675466196426169846735776046e-13,6.00804946215689673195683449192e-13,1.0,1.73839320792040553981319622996
11,7000,4.54006440401764618985352674038e-13,6.35136685703376692824876573457e-13,1.0,1.73825004827001859121413221339
11,8000,7.14737666222231483158145991552e-13,7.91359782941101039506528278404e-13,1.0,1.73899448612053161679909127638
11,9000,6.39743013815087053976769770718e-13,6.39743117403868082588198795697e-13,1.0,1.7744195747298318727072899051
11,1000,5.22175780243379449689902858756e-14,4.80305167510308415940259110096e-14,2.84331495855318792724458969162e-12,1.26325323837762779547530965691
11,2000,1.47622828297485025171459976237e-13,2.56701692613249981433692506411e-13,5.66955123387203454459357552944e-12,1.12441772391200696766648529548
11,3000,2.19662010842687269083328685086e-13,3.5481424316001131855752356973e-13,1.54705078455263081072380283924e-11,1.20221054233201007822651215821
11,4000,3.76093776752733386538570397315e-13,3.84089645075644288715303022239e-13,1.09362991941420736649681057421e-11,1.25365252816216276357227074196
11,5000,4.33152960328021755094541852987e-13,7.29337043999314110584130059087e-13,1.55245410982718995435529177386e-11,1.30365268277600793478749756616
11,6000,6.00330542247915176256440764506e-13,5.93808471177713673818280199146e-13,3.0047237182886985797870738733e-11,1.34980308028799776539629355206
11,7000,3.4872645346475256885583809622e-13,5.23554346840177173116689989111e-13,1.63312314138960124308372200349e-11,1.39726908303323591820665191107
11,8000,7.40736566509701966511161810837e-13,7.40726776214272792937677531234e-13,1.0,1.44609479449238387911139092632
11,9000,7.66779373493997726657040059188e-13,7.66778047676967694654676747171e-13,1.0,1.48829621324129634127825796062
12,1000,8.4022096736012688772404567707e-14,1.4800500517340782864249538756e-13,2.91106375208128010401062081493e-12,1.0
12,2000,1.64294058300053853941695310343e-13,2.02018552044263515452299172768e-13,5.79586609000092219656541688072e-12,1.1133506290805353654192811418
12,3000,2.41834615326951368189202846793e-13,2.41834642487498090257492382553e-13,1.0,1.47018660969305408726687125392
12,4000,2.86884606628305641093924361621e-13,4.20366148805584764772078708378e-13,1.0,1.0
12,5000,4.11358844367226903373028450624e-13,7.83376990543844594608904783662e-13,1.0,1.0
12,6000,4.29862858240852663614087982842e-13,7.24555116317463526445336375374e-13,1.0,1.0
12,7000,6.35623327849332578825118819521e-13,6.35623320961477311170937291891e-13,1.0,1.0
12,8000,6.04165720154565305247606424918e-13,1.0656478739122167975453647485e-12,1.0,1.0
12,9000,8.22011634054226743421075621838e-13,1.15302376294713426759110683743e-12,1.0,1.0
12,1000,6.68776369327643217539436541733e-14,8.98318847403607339493390006638e-14,1.95567731450525907713913009068e-11,2.09645344029516784169403479995
12,2000,1.89167382804513365274411775531e-13,1.91203366966860581144118308179e-13,1.67736777681063517106661806631e-11,2.07921205589659918017000150585
12,3000,2.3391684998576669574984721171e-13,4.33112240691460733986239631745e-13,1.0,2.05852369375829234427148420005
12,4000,2.78109181709476579989028571394e-13,5.55970617938919811016209000766e-13,1.0,2.11307197681512910479236951616
12,5000,4.2070255113038110603632663878e-13,5.54817425886305418201899176067e-13,1.0,2.13396764301318965847983666094
12,6000,4.91426710039882968773212027606e-13,7.02840029735038967229334130472e-13,1.0,2.18824614151042284490526559726
12,7000,6.11455717528149406152241524709e-13,7.49503819185642897488741919403e-13,1.0,2.09473869367608124192925672507
12,8000,6.42378163665475219256149277043e-13,8.7218000604022330906315309281e-13,1.0,2.1503694504680786281441023902
12,9000,7.50536493686465884752450968109e-13,1.31769847515045249660203246821e-12,1.0,2.2020100683251044534992940104
12,1000,7.7036137883812774498882972319e-14,1.27868864762579035460194212014e-13,2.96670658811593177574394231919e-12,1.15123586998733994493536059323
12,2000,1.53642510441603113729722560759e-13,2.30285641599974444423294143097e-13,5.77960568562914213563982458701e-12,1.11682795552241618849597690034
12,3000,2.20025500909896191285107394398e-13,3.65527369692650679614500240061e-13,7.10947771683914922838404969415e-12,1.14195918413839653059825971958
12,4000,3.15920848280256571631258989814e-13,4.44467858639064032509021524998e-13,1.13417339606922498446244727262e-11,1.17557865631674873089355916348
12,5000,4.44179820297469844958375601786e-13,4.44217000669696695862978999632e-13,1.0,1.0
12,6000,4.99478688853382650208900753578e-13,5.40893186868129797018223319906e-13,1.0,1.0
12,7000,5.8189000595670469842891628917e-13,8.56413758385972775951763337409e-13,1.0,1.53705562095443894991941314653
12,8000,5.07027875227824714924495632785e-13,8.03839151610351580850631665505e-13,1.0,1.74709168663512771513059945169
12,9000,9.11449742619688213583934624545e-13,9.5967772357922331510336024539e-13,1.0,2.00150470425475009942902648992
12,1000,7.25731281549740321929417760026e-14,1.11416702923817013598283854184e-13,1.0,1.1028619585463998802682021304
12,2000,1.40158615786098290657490013473e-13,2.39817506875806775649839383756e-13,1.0,1.192046310039030368152669766
12,3000,2.77762575194953345257049916143e-13,5.12621399481376938477219602644e-13,1.0,1.25614216189843093418540237152
