size,p,err_pade,err_rk45,err_sp,err_10
3,7000,4.4638115699287708803939166442e-13,4.47025985116974308675680829724e-13,7.59570167467133464326811815883e-12,1.21923064551472917997469280431
3,8000,2.99031636530429165524353765231e-13,2.99031607340121487658985870975e-13,7.96391748415375691566195877219e-12,1.21923064551473352262971770029
3,9000,8.29584540418332501558906825762e-13,8.29584540739248533435454183966e-13,5.67728373104585991622229358754e-12,1.21923064551512762432960503439
3,1000,4.62611494395881768274485820925e-14,1.4740482026265325181649064405e-13,7.06260387164413891303426402442e-13,1.70648765645314946559322499496
3,2000,2.27477270503307875592059763301e-14,1.86045563009023891198676654549e-13,1.43081385433847530216963781315e-12,1.70648765645314944494868400251
3,3000,2.97335569004243783426721590489e-13,3.25589304175163223080350306136e-13,1.57310338382827497870610724434e-12,1.70648765645314944664074293294
3,4000,1.79570382151731523919798624892e-13,1.79570388700811450558983238962e-13,2.86014738629260185710784289103e-12,1.70648765645314944010382998392
3,5000,1.51967969202035013945727874381e-13,6.28499772963354222104514429324e-13,2.70520437203644337050759290725e-12,1.70648765645314960069303883623
3,6000,3.01400716126050135827347095102e-13,5.18363323789168656479375333918e-13,2.67053851908469853028820522364e-12,1.70648765645314939052139698483
3,7000,3.21848296607141801129344084209e-13,3.55968579646904034202475904701e-13,4.04022287240504567316888937748e-12,1.70648765645314941592509869352
3,8000,3.12571472531917220004446569276e-13,3.12571435241820532002090342815e-13,5.6783555885752926329927415607e-12,1.70648765645314942008567468275
3,9000,2.39160061241568452885629202884e-13,2.39160061536691597526617250907e-13,6.11163766022012039141291699256e-12,1.70648765645314952648393423064
3,1000,2.83767428401796435278235346654e-14,2.83766654068583286786746204918e-14,1.27478619773046680076151995364e-12,1.70425694887469141294230337053
3,2000,1.03732013729825857395988642176e-13,1.48468448596912458261199131471e-13,2.16011745571162645801153358114e-12,1.70425694887469151335734366203
3,3000,1.34879760198321005418290590181e-13,2.95048884999725581446540062974e-13,2.81634364942104541263235308402e-12,1.70425694887469141254364998838
3,4000,3.82535025777793217580515413152e-13,3.83265691661203733216843369306e-13,4.27517233916422921479742402125e-12,1.7042569488746914644170168553
3,5000,3.89677473770815177495912931368e-13,1.99891070259867866522026403386e-13,4.13024030316145437582436404568e-12,1.7042569488746914644170168553
3,6000,1.46914441347547482756929356565e-13,5.54204485130834734841233918095e-13,5.3544231975342892700327083757e-12,1.70425694887469145571538787988
3,7000,1.62595338739147671877329253911e-13,1.62595460009637392157351546031e-13,2.4733450429628908357951646539e-12,1.70425694887469145565809062246
3,8000,1.70041028456542304036631637368e-13,5.92468918797225734948629844569e-13,8.60724679302488917430414465877e-12,1.70425694887469142030394396122
3,9000,1.80266555275676216726192998587e-13,1.80266569386562721767307638665e-13,4.56745907485129876503702516978e-12,1.7042569488746914644170168553
4,1000,6.681279778389025681861425926e-14,6.53570304774272650242514913738e-14,1.70161868440301251908362576257e-12,1.0
4,2000,1.42861280496261065388802645954e-13,3.32270877048420165676277841099e-13,3.40725608588638898464376611485e-12,1.0
4,3000,7.16799644085960289245808806078e-14,3.67541302142593249430052879474e-13,3.42060150508693793919031922739e-12,1.0
4,4000,1.79441172392547854487992598361e-13,4.89826838800556448774488004916e-13,6.743912040640871966273377709e-12,1.0
4,5000,4.19118205641219767084948339032e-13,4.1911822544381144110947833142e-13,2.52898487898879386194197509291e-12,1.0
4,6000,1.36792777497499811286390613879e-13,4.594332855442350150427826063e-13,7.68653935433131022662635392836e-12,1.0
4,7000,2.9970330168764518676954681558e-13,7.26489311955193081428474078268e-13,5.42254213467506547949440231732e-12,1.0
4,8000,4.04355881862011042257141319041e-13,7.59010435437910650837465256913e-13,1.27146033264207248857383862436e-11,1.4599990697521835955926506314
4,9000,3.83039855478592686373448594193e-13,7.54979474359429775402473166345e-13,1.09422238851730599026987223506e-11,1.0
4,1000,3.79109086934424354466011998351e-14,6.73088401435848571612906924961e-14,4.02326151497752109656329557732e-13,1.97728420422176324491631058599
4,2000,1.47234521016073143017304427391e-13,1.47234508442088521394423512898e-13,7.96034598094053089918198125857e-13,1.9772842042217635425860756322
4,3000,3.02371923697213275859655262041e-14,2.62573023140473360534886154248e-13,2.73362310512323279217104473906e-12,1.97728420422176359388602101869
4,4000,2.51554037439256073659424394552e-13,5.56503756056487824510715751474e-13,1.58584421769464185759786457075e-12,1.9772842042217634711874820103
4,5000,3.70662234982119872019642673648e-13,6.26594261293219774669896016146e-13,4.5290808948784972985882144309e-12,1.97728420422176346588192631532
4,6000,5.63446268765880878385222092381e-13,5.63446419918236789813159794037e-13,4.94331877238533033865119146977e-12,1.97728420422176343675722733233
4,7000,5.71833622298899519167129375602e-13,7.75843285217443119685579654388e-13,3.22916939941349634063168199474e-12,1.97728420422176345156534328304
4,8000,7.50725986978032762246662889476e-13,7.50725909233903379052894909892e-13,3.25184876465273456442741560279e-12,1.97728420422176313376228158437
4,9000,4.12512823744432051145172051116e-13,7.89536366582686761074733841241e-13,4.56405038159072040864634691416e-12,1.97728420422176348770697958293
4,1000,8.98854185234429012405927946378e-14,1.06787183975869909557992291582e-13,8.24250845804570365633791595744e-13,1.28535602081131406539903364753
4,2000,1.75236007212779112421935014272e-13,2.18104930460433181353320128512e-13,1.64821792548193982397169310997e-12,1.98333690967204849975132657743
4,3000,8.55339263874587311211260772784e-14,2.46293795682477642553893402966e-13,2.76595878812620572981131440897e-12,1.98333690967204848636772056281
4,4000,2.80850896685135599074634037413e-13,2.8085089168825035714870513624e-13,4.08820249576169640367263660369e-12,1.98333690967204845288086334588
4,5000,3.39284537401358780366473393454e-13,3.39284529930059831173272939498e-13,3.49104651848722949458161668939e-12,1.98333690967204850647061210082
4,6000,3.60684817344508407349520103715e-13,5.54964560566704402148937040758e-13,5.92098623954213711474245718923e-12,1.98333690967204843942740818785
4,7000,3.8926821874389484963883352024e-13,3.89268193140733467631099657235e-13,7.539912993205662670248255862e-12,1.98333690967204853335015562226
4,8000,8.76154687906926192194682065312e-14,8.34375040987833294474429418051e-13,6.76279792614774898720606512379e-12,1.98333690967204852668064056184
4,9000,4.53937170881609425463206944721e-13,4.4312755452257080630117637767e-13,1.3366152591071531803531242039e-11,1.98333690967204845273456627581
4,1000,6.4725140569919140011143102979e-14,6.47251346254901807442447056443e-14,1.45185052129340965959870085296e-12,1.9264546618762705275870700611
4,2000,1.34330526779515090805835577909e-13,1.97362745885334733462584864522e-13,3.08013953058096292626265149547e-12,1.93764166059892200257624881244
4,3000,1.64821141857552540320890187316e-13,1.64821138558875861899598988638e-13,4.59993207689293141903559346895e-12,1.93764166523006571354466576475
4,4000,2.07076990946126041163407690554e-13,3.76568012397948497672582105744e-13,6.53786157969220405524228611986e-12,1.93764166522977861157315148967
4,5000,2.22651419934932940651027272182e-13,3.38870459142870897720377785051e-13,8.28309178761622891140874113481e-12,1.93764166523037102455531537338
4,6000,4.28860719775696415084595383639e-13,6.02206337129147125230186650213e-13,9.28883766224621589614527526437e-12,1.93764166522951716721617779395
4,7000,4.13548535686138723394946415726e-13,4.13548539492390641000454708007e-13,1.42245884317983716997973469981e-11,1.9376416652303706141336616327
4,8000,4.56646586700078483378339290431e-13,8.23663079904046447454646773504e-13,1.17459762644223323364730589802e-11,1.93764166523040485997490088075
4,9000,4.85933035855401298989029958925e-13,4.85932921011541862316906225865e-13,9.62478429188444022752403372791e-12,1.93764166523037130514573585297
4,1000,5.69020586160437542026641250087e-14,1.04993771498863547929479627243e-13,1.47487267273209546763409335018e-12,1.14866011296583315067840752891
4,2000,9.48239240693540866572837341562e-14,1.01672801200519711844614625946e-13,2.96359959328725558496747490749e-12,1.14767399642052428586144035457
4,3000,1.10017015054102845657159850961e-13,1.10016892820376855522625497645e-13,1.88681499872584450201371411999e-12,1.14767398912248904214542301735
4,4000,2.48797074562092209350284778557e-13,4.15195096270176016042276171307e-13,6.04174244068056689402319320569e-12,1.14767398912227790321269347839
4,5000,4.02684336328023018982273371552e-13,4.77874136606286783934918174776e-13,5.44969072001069044192583652759e-12,1.14767398912222466874926997069
4,6000,2.586823022255174672715717293e-13,2.58682269784754385051214226758e-13,3.94405681591839411047744876194e-12,1.14767398912237259846485150891
4,7000,2.91034556760387917214618611269e-13,4.86818252437186503876249007612e-13,5.93527191984757968544716514421e-12,1.14767398912232373618759527788
4,8000,7.05667681457364167356404229258e-13,7.77837421784059101561338747476e-13,1.18978101442620381809490888732e-11,1.14767398912233480884922935983
4,9000,4.79660489723401635660989145283e-13,9.54829958550250796073543390791e-13,1.27923803220848715369414820899e-11,1.14767398912222468780781857422
4,1000,6.92387181955267479314599055789e-14,7.33107093055280743070627380043e-14,8.80425925055344168953956541547e-13,1.14747291758534324469919538084
4,2000,1.13469339128688595873261563289e-13,8.64330397884613165369286351772e-14,1.75824667672502414687496191933e-12,1.97602305229487042208155437997
4,3000,1.6091592418876470522469185947e-13,1.51093842091509259873339456955e-13,6.63051723554380904992231577378e-12,1.97602305229487042877103115154
4,4000,3.55098765768810219584719743995e-13,3.55207360278629101823601521271e-13,3.46922584717255781549213632286e-12,1.97602305229487049578147750721
4,5000,1.53397207634993352707638770243e-13,4.73239753917587138040073772523e-13,5.44819879298816404725595959087e-12,1.97602305229487041535565765376
4,6000,4.37844942025803511814557687451e-13,4.37845131503162095234616380274e-13,1.2508531352258038078842248643e-11,1.97602305229487042877103115154
4,7000,2.43624105042533350551084763127e-13,2.43624163873468681990423043722e-13,9.48725117522088465925797493602e-12,1.97602305229487041533312771366
4,8000,6.44641257425589407619438374669e-13,6.44641259085341117388105936499e-13,5.8520487815341631979586647093e-12,1.97602305229487048928366578264
4,9000,5.43890414809060545639038733309e-13,5.43331086196332739100426554873e-13,8.55585892554506705135078575826e-12,1.97602305229487042204318602361
4,1000,5.00341803702554844290910126231e-14,4.88334337725076833241137600594e-14,6.66616913206527271174861383442e-13,1.39896638627808091868768649968
4,2000,1.33980885312421421987322195002e-13,2.29265752932239981162896554364e-13,1.58504495824630067692618083183e-12,1.34834246778972309806561050711
4,3000,1.57234558628200896120928502394e-13,1.87751347695313236338812906782e-13,2.93370703279161098886876678404e-12,1.14600747349992739285347965789
4,4000,3.58679374529040499491771461899e-13,3.58679527324574124395125483696e-13,2.78298552148766837623558440484e-12,1.44045578998436362220184171969
4,5000,1.6943433181551558223481082611e-13,6.42461945223412760585034192327e-13,3.60925812099158493779733552823e-12,1.81553954016579417899244311781
4,6000,3.93850868914626771361201562382e-13,2.69158974650808474013892741017e-13,5.41293637413721850348073336676e-12,1.92856883859797858298473737991
4,7000,1.80553320251453083022349690289e-13,6.92684550240924995239622433819e-13,3.44037728150485374106470330471e-12,1.94203261790876018020986290266
4,8000,4.57860514175434216536517197765e-13,8.1417880997515824839859375317e-13,5.82662894942855970384731609286e-12,1.9451282026985451780290078722
4,9000,5.82155818030566432239228313783e-13,5.82368670965964358273450639652e-13,7.31513000447557853852492811779e-12,1.97815594334346528265289291276
4,1000,8.60888927363501296631027469508e-14,8.60888896290748252331006431541e-14,3.19089110661428153111631107903e-13,1.54990848303498530947362280118
4,2000,1.31731530345423273076609205354e-13,1.31731540455568949057282497806e-13,4.22564097114563541568765733447e-13,1.55420918775224993441876237823
4,3000,9.62115392531022700472564178475e-14,2.25563170764277609525771558021e-13,1.60228724570479714154185235459e-12,1.56109104462586849242318503944
4,4000,1.07936465301537126996232487576e-13,3.4947526007177712889766217766e-13,1.03366688224446633106080699744e-12,1.56923608723238162996360156053
4,5000,1.96103119332648618373675366243e-13,2.85119410294885272977459799725e-13,2.36797165144604856866325322785e-12,1.57740668178381083123272304035
4,6000,4.30671921743197192568603705332e-13,4.30671921744907489841718254451e-13,2.94076580138025854943039499706e-12,1.58512716477435127048562408582
4,7000,1.84379445900072292001689851691e-13,5.06932357362284174423127413028e-13,3.9017229915240987170046732331e-12,1.59224933222283002060967943002
4,8000,2.27776075057975522073580903325e-13,2.27776075101523999050795004602e-13,2.06176906010322854207733059464e-12,1.59875581232558375152147893536
4,9000,7.76033608682225365365648612208e-13,7.76033608682225406820132390191e-13,4.26439670645684807082610435653e-12,1.6046800412003386108645944955
4,1000,6.60797313588592742239819781722e-14,6.60797689855348041326283827769e-14,9.47772226171796988171757848631e-13,1.0
4,2000,3.36334969680845611782976719485e-14,3.36335236073286951172454144245e-14,1.76950123469739709908314848642e-12,1.96627545334832891770492274008
4,3000,1.90459352135057547902154513177e-13,1.90459544313161011984145151864e-13,2.34705838448006068756946907675e-12,1.96627545334832888391660282173
4,4000,2.23788523925182911964799845949e-13,4.34754506868087254286168021035e-13,4.19901009572811146265012647808e-12,1.96627545334832878310504946147
4,5000,2.55921189736178570581858663303e-13,4.80455711457542006811968251444e-13,7.8233687436785860558318612214e-12,1.96627545334832888383821564548
4,6000,3.77402596723297271287217002689e-13,1.97834398632883016027805904657e-13,4.83196265193034791833153993365e-12,1.96627545334832887712335323129
4,7000,4.96155546552026972723610631754e-13,8.80150058608530786089600002772e-13,8.67758000125085067889207373275e-12,1.9662754533483288637158962216
4,8000,6.51883608790092948905935951157e-13,6.22487253148392942243526574799e-13,6.99718035779527921207606656565e-12,1.96627545334832885700583169971
4,9000,1.76016100448295744273514938871e-13,1.76016126717111740705043636605e-13,6.27373605389801885980792150484e-12,1.96627545334832880997632909503
4,1000,5.8428510307711322781381726496e-14,5.84286996242305290731992091476e-14,6.7301830048498420053721892585e-13,1.54338476970673063627329105595
4,2000,4.22059820558590758218028696391e-14,4.22059385348157143642823626608e-14,1.33415255055052735985366030365e-12,1.54711422811395217341893167168
4,3000,2.14681045575458918815472733846e-13,2.3190810831370049843376640123e-13,2.32536525324672999617596446501e-12,1.55475446373450173825481805454
4,4000,2.02594677615583461253742758473e-13,3.28171439973958179496791888304e-13,2.28379902789060102123731098945e-12,1.56331568584668366518419000863
4,5000,3.48221356298886159704134111258e-13,1.61900113376628615286185628137e-13,3.36502259450002320762071962659e-12,1.57138028473609481882605620356
4,6000,2.54899563776666234616688182826e-13,8.3331083622431944060104463796e-13,4.2416983882960653380505902656e-12,1.57856301361434301318690339059
4,7000,4.68031303517724581364214538988e-13,6.82598336507809328086648024806e-13,1.25376657859327697130186865869e-11,1.58486150817531726721820675615
4,8000,4.65292688624589240166057930501e-13,7.91417626444452188918698421914e-13,5.22825665723386862033619049752e-12,1.59038388984411528994317876455
4,9000,4.89282015831123665805730447421e-13,4.31779868564848162504580928305e-13,5.35346379117517066217762907919e-12,1.59525388573201776177851105905
5,1000,8.03872596571996259598451795773e-14,1.06563055184092297621413792679e-13,2.76350633267201777245561900276e-12,1.57970921441958956898872625636
5,2000,1.39657146647095869783345706035e-13,1.39657145699212469333666501371e-13,5.25463006850239809303112804011e-12,1.78610941571250124436844956353
5,3000,2.30639139690545614996510514737e-13,4.07689608890332994856379097614e-13,5.62524910274803010265301843629e-12,1.84349078331688490633502340475
5,4000,2.89277047153313463743636091477e-13,2.89277040756757212814804456501e-13,1.0,1.88369711263503896261519056337
5,5000,3.26386998438748634238556819652e-13,5.35043960187611520277242719945e-13,1.0,1.87917745860647275258899306933
5,6000,1.61945380334446350888128102096e-13,4.34814180231939523084664566534e-13,1.0,1.87189424888180145285238152538
5,7000,4.71480447956431423899447098971e-13,1.28205107078822603405818321196e-12,1.0,1.86054187355236610566337737838
5,8000,6.15964684004204837941777946847e-13,6.15964674725942984100887187681e-13,1.0,1.84354138254198643275162902723
5,9000,5.06472200187013932759015649406e-13,7.62617219620362989711553826064e-13,1.0,1.81939945736864099457405897153
5,1000,7.92912966125832507317579563029e-14,7.14015211812737893363646273608e-14,1.46824643481628136084233465742e-12,1.38409847444476413714048409874
5,2000,1.47472042600544590094956813325e-13,1.8090921099392598674373545633e-13,2.69726592704016016776025413459e-12,1.0
5,3000,2.13722483767706602950205797783e-13,5.1583095769356824769628622217e-13,4.4810984798777512846689266896e-12,1.38272827925277234277060355254
5,4000,3.0692425554952221734654286006e-13,3.06924251884762474980473336096e-13,5.85893218394510985788085999372e-12,1.0
5,5000,3.36650857452133778719998905263e-13,3.36650799544412654878202602739e-13,8.47299151873104365929674144342e-12,1.27061931701709251724267869002
5,6000,4.64586754695412168485458361554e-13,1.03944796484477296444140200195e-12,9.1365909314147706090141999801e-12,1.31794501913713836134961545811
5,7000,2.72207326759615678461414555296e-13,2.72207336492437362386596086551e-13,7.7627411005336566185875900546e-12,1.44164552004238615700088088559
5,8000,5.00130139163458112554723711671e-13,5.00130132125984310273460247631e-13,1.23058176250988419967405072243e-11,1.0
5,9000,7.38008863321259292878698144039e-13,7.38129051050765912469128756153e-13,1.08259626892285632391730145799e-11,1.0
5,1000,6.63297740417953957479857520775e-14,8.95721047558932867691366291763e-14,2.06130053279854328316814735206e-12,1.27662633390967520293381132776
5,2000,1.21949060203927067827233730625e-13,1.53140913071448295832406073489e-13,3.46865828163223875009673223524e-12,1.28695957929047974247334466313
5,3000,1.98124552648327400563854158051e-13,4.43979801805669017050408099403e-13,3.90277350580435885158527056322e-12,1.20088306152301857058805922233
5,4000,2.12759360311361880023045428946e-13,3.87116458378172790096642136419e-13,7.42165276176742648507762629943e-12,1.20044493286928275544508683981
5,5000,3.83162288039792175355457436485e-13,3.83149326053350323522791844183e-13,8.53735994761708464763287928532e-12,1.19989717261417214637403062446
5,6000,5.03374375097331746503610574922e-13,1.08488134306041610039747592313e-12,7.92723095490258091445037805922e-12,1.19940535410211939935662230549
5,7000,4.12019458408071478970234468964e-13,4.12300220966461354778943956653e-13,1.00566211789836533067572795274e-11,1.19991911496492888846150953408
5,8000,5.64692499519988506745499078021e-13,6.62282143909926025179764335074e-13,1.46701266354282417096161063665e-11,1.20292456329745672364652134195
5,9000,6.95666741126318493030104372915e-13,3.7446023532565204378584588296e-13,1.35092903952783164488523171878e-11,1.21179917192022245604440498856
5,1000,7.40617596021087616789558065929e-14,7.02962517011139334024289737566e-14,1.16248491901180731608720067746e-12,1.10631804861985189306666518336
5,2000,1.52005104294903371570662409302e-13,1.75066793856490029557828719906e-13,2.06892764555409776533998859885e-12,1.0
5,3000,2.42273959476323466670227901225e-13,3.45866704207606151129849356771e-13,2.99806299137594362893041817022e-12,1.0
5,4000,3.02771253191410678477349555195e-13,3.02771257173924081750735194831e-13,4.20752179956318260859317008475e-12,1.10249093137134384157445144876
5,5000,4.0657284512919551367806642053e-13,6.84995285752416022468118811673e-13,3.4143515819836743980024563011e-12,1.0
5,6000,2.88531990395969582503437456705e-13,5.556900865958993120159432641e-13,6.15829468980464830357404085268e-12,1.0
5,7000,5.98374884899257410081516991786e-13,7.26583234215951600077031827549e-13,1.0,1.0
5,8000,5.00718895360579819797921376242e-13,5.007189441114778066437698586e-13,1.0,1.0
5,9000,8.2901963448492850711783863905e-13,1.06506212857949180880607162808e-12,1.0,1.0
