size,sparsity,spectral_norm,spectral_cond,fwd_err,decomp_err_12,decomp_err_365
11,0.1652892561983471,0.0504029213435020699624576342201,inf,"('8.3027e-17', '1.7562e-12', '4.4263e-15')","('6.67112e-16', '1.53309e-15', '3.32884e-14', '1.23155', 'Schur-Padé with RegRE')","('2.74687e-14', '5.37398e-14', '9.82129e-13', '1.13507', 'Schur-Padé with RegRE')"
11,0.7603305785123967,0.0569225304121993490056989744561,inf,"('6.0852e-17', '1.6707e-13', '1.5893e-15')","('7.45254e-16', '1.55175e-15', '1.83296e-14', '1.2443', 'Schur-Padé with RegRE')","('1.89638e-14', '1.91623e-14', '9.37181e-13', '1.34536', 'Schur-Padé with RegRE')"
11,0.35537190082644626,0.0592376542931800621368328123509,inf,"('9.6323e-17', '4.041e-12', '2.2137e-15')","('7.59839e-16', '1.24875e-15', '2.60447e-14', '1.15813', 'Sonnenberg method')","('3.03658e-14', '4.19832e-14', '1.18221e-12', '1.28564', 'Schur-Padé with RegRE')"
11,0.3884297520661157,0.0591496778165271172758791454393,inf,"('5.7344e-17', '3.7602e-12', '2.7437e-15')","('1.09372e-15', '1.09389e-15', '2.97859e-14', '1.15726', 'Schur-Padé with RegRE')","('1.62846e-14', '1.62848e-14', '7.39073e-13', '1.11894', 'Schur-Padé with RegRE')"
11,0.36363636363636365,0.0527404422743011923089161108953,inf,"('6.1133e-17', '2.2052e-12', '2.1996e-15')","('8.33004e-16', '8.33039e-16', '2.44762e-14', '1.15825', 'Schur-Padé with RegRE')","('2.9926e-14', '4.25318e-14', '5.60407e-13', '1.14886', 'Schur-Padé with RegRE')"
11,0.6859504132231405,0.0704454988752558789695600984523,inf,"('8.1244e-17', '3.7533e-12', '1.8417e-15')","('9.60525e-16', '1.16898e-15', '2.89055e-14', '1.55379', 'Schur-Padé with RegRE')","('2.01077e-14', '3.18752e-14', '8.01511e-13', '1.74515', 'Schur-Padé with RegRE')"
11,0.371900826446281,0.0349195705034392468915922527173,inf,"('8.1185e-17', '1.3121e-13', '2.4534e-15')","('7.95002e-16', '9.7291e-16', '2.88406e-14', '1.23685', 'Schur-Padé with RegRE')","('3.22831e-14', '3.22832e-14', '9.02405e-13', '1.06682', 'Schur-Padé with RegRE')"
11,0.7272727272727273,0.0865858336749354782664277549262,inf,"('7.7135e-17', '3.9568e-12', '3.1065e-15')","('1.14744e-15', '1.21216e-15', '2.73299e-14', '1.35234', 'Schur-Padé with RegRE')","('2.80703e-14', '4.05548e-14', '7.88225e-13', '2.20767', 'Schur-Padé with RegRE')"
11,0.7603305785123967,0.0663518458716714853084187968127,inf,"('9.0617e-17', '5.306e-12', '1.7598e-15')","('8.38549e-16', '1.29739e-15', '2.53282e-14', '1.59686', 'Schur-Padé with RegRE')","('2.78698e-14', '3.86312e-14', '1.06656e-12', '2.87298', 'Schur-Padé with RegRE')"
11,0.6363636363636364,0.0545967438417202969715137902383,inf,"('9.5368e-17', '1.2689e-12', '2.3383e-15')","('7.31367e-16', '1.59901e-15', '2.3783e-14', '1.36771', 'Sonnenberg method')","('2.99623e-14', '3.37582e-14', '1.00908e-12', '1.28664', 'Schur-Padé with RegRE')"
11,0.7603305785123967,0.067916477214877626320336875107,inf,"('5.056e-17', '8.6351e-12', '5.4143e-15')","('9.45033e-16', '1.39187e-15', '3.81386e-14', '1.38796', 'Schur-Padé with RegRE')","('2.17306e-14', '3.50272e-14', '1.04796e-12', '2.58585', 'Schur-Padé with RegRE')"
11,0.2975206611570248,0.0480391220781951330627361790649,inf,"('5.2733e-17', '1.1182e-12', '2.6405e-15')","('1.06548e-15', '1.31577e-15', '3.55168e-14', '1.36871', 'Schur-Padé with RegRE')","('3.09078e-14', '4.47298e-14', '1.02145e-12', '1.08588', 'Schur-Padé with RegRE')"
11,0.6198347107438017,0.0636325558986540885702367728657,inf,"('8.6792e-17', '4.7299e-12', '2.1069e-15')","('7.80421e-16', '1.63341e-15', '3.03001e-14', '1.2922', 'Sonnenberg method')","('3.40078e-14', '3.61688e-14', '1.09053e-12', '1.41966', 'Schur-Padé with RegRE')"
11,0.6446280991735537,0.0610089473476867299188837869165,inf,"('8.515e-17', '1.8228e-12', '2.3828e-15')","('6.97002e-16', '1.77249e-15', '3.09817e-14', '1.57216', 'Schur-Padé with RegRE')","('3.12501e-14', '3.88864e-14', '1.07156e-12', '1.55797', 'Schur-Padé with RegRE')"
11,0.6528925619834711,0.0567226313868745844464833867142,inf,"('9.2617e-17', '8.5849e-13', '2.284e-15')","('8.18843e-16', '1.71228e-15', '4.39234e-14', '1.23855', 'Sonnenberg method')","('2.9026e-14', '3.63529e-14', '1.1718e-12', '2.29731', 'Schur-Padé with RegRE')"
11,0.6446280991735537,0.0572766316037507281855459962726,inf,"('6.3698e-17', '1.8421e-12', '2.4151e-15')","('1.04685e-15', '1.23479e-15', '2.37448e-14', '1.43492', 'Sonnenberg method')","(None, None, None, None, None)"
11,0.24793388429752067,0.0569542110780129712627908953506,inf,"('8.3203e-17', '3.7531e-12', '2.0026e-15')","('1.07441e-15', '1.23591e-15', '3.14116e-14', '1.14011', 'Schur-Padé with RegRE')","('2.71644e-14', '2.71641e-14', '8.21093e-13', '1.15893', 'Schur-Padé with RegRE')"
11,0.30578512396694213,0.0487049056011732553202916914986,inf,"('6.5823e-17', '1.4834e-12', '2.5407e-15')","('9.72642e-16', '1.35293e-15', '3.33301e-14', '1.24599', 'Sonnenberg method')","('3.17148e-14', '3.93646e-14', '1.21273e-12', '1.34101', 'Schur-Padé with RegRE')"
11,0.3305785123966942,0.0537346176675804881048640374178,inf,"('7.8291e-17', '2.3586e-12', '2.4063e-15')","('9.18082e-16', '1.00489e-15', '3.07576e-14', '1.20988', 'Schur-Padé with RegRE')","('2.69902e-14', '3.55409e-14', '1.37795e-12', '1.12448', 'Schur-Padé with RegRE')"
11,0.2975206611570248,0.0561943585866578333983883266988,inf,"('1.0174e-16', '2.8479e-12', '3.9549e-15')","('9.7996e-16', '1.56398e-15', '3.21859e-14', '1.74925', 'Schur-Padé with RegRE')","('2.85222e-14', '4.37366e-14', '6.74887e-13', '1.10229', 'Schur-Padé with RegRE')"
11,0.743801652892562,0.0689440985613877979484106543223,inf,"('7.2669e-17', '3.7097e-12', '4.1859e-14')","('8.29976e-16', '1.06765e-15', '6.98253e-13', '1.58645', 'Schur-Padé with RegRE')","('2.78061e-14', '3.59874e-14', '2.88468e-11', '2.46267', 'Schur-Padé with RegRE')"
11,0.7603305785123967,0.0759759989221539475028650587122,inf,"('6.9657e-17', '4.516e-12', '1.1905e-15')","('9.22774e-16', '1.09752e-15', '3.59488e-14', '1.61532', 'Schur-Padé with RegRE')","('1.8248e-14', '4.72453e-14', '6.73049e-13', '1.9117', 'Schur-Padé with RegRE')"
11,0.24793388429752067,0.0550898967969444366331794241789,inf,"('6.6319e-17', '3.1102e-12', '3.6062e-15')","('1.07789e-15', '1.49402e-15', '3.38689e-14', '1.17766', 'Sonnenberg method')","('2.53118e-14', '2.65468e-14', '1.23796e-12', '1.16573', 'Schur-Padé with RegRE')"
11,0.23140495867768596,0.056286621030136127511239207417,inf,"('8.4581e-17', '3.6583e-12', '2.5861e-15')","('7.32348e-16', '1.56506e-15', '3.99526e-14', '1.18606', 'Schur-Padé with RegRE')","('3.16817e-14', '5.03622e-14', '8.44756e-13', '1.11066', 'Schur-Padé with RegRE')"
11,0.36363636363636365,0.0618775080359021955942550381078,inf,"('1.004e-16', '5.5377e-12', '2.1106e-15')","('8.99862e-16', '1.60502e-15', '2.70512e-14', '1.14775', 'Sonnenberg method')","('3.43215e-14', '3.43215e-14', '1.11961e-12', '1.18117', 'Schur-Padé with RegRE')"
11,0.3305785123966942,0.0633079187228088080586049497574,inf,"('8.9316e-17', '6.7911e-12', '2.7034e-15')","('1.21251e-15', '1.21246e-15', '2.65228e-14', '1.15361', 'Sonnenberg method')","('2.67671e-14', '4.97221e-14', '9.65458e-13', '1.29702', 'Schur-Padé with RegRE')"
11,0.2809917355371901,0.0495634282111698857253807541063,inf,"('9.0371e-17', '1.4374e-12', '2.8613e-15')","('9.3085e-16', '9.31035e-16', '1.92216e-14', '1.1555', 'Schur-Padé with RegRE')","('2.76426e-14', '2.76318e-14', '7.32801e-13', '1.18082', 'Schur-Padé with RegRE')"
12,0.4236111111111111,0.0478913556993035423126309297625,inf,"('1.0431e-16', '1.0102e-12', '2.5284e-15')","('7.79819e-16', '9.87916e-16', '3.95628e-14', '1.21135', 'Sonnenberg method')","('3.68594e-14', '5.04619e-14', '1.1319e-12', '1.3434', 'Schur-Padé with RegRE')"
12,0.375,0.0557063934765899603342207188857,inf,"('9.785e-17', '2.7273e-12', '2.8142e-15')","('7.55322e-16', '1.589e-15', '2.67787e-14', '1.25751', 'Schur-Padé with RegRE')","('3.20929e-14', '3.91021e-14', '8.8808e-13', '1.09734', 'Schur-Padé with RegRE')"
12,0.6527777777777778,0.0587230022026128630614496920905,inf,"('7.1978e-17', '2.0231e-12', '2.8395e-15')","('1.07146e-15', '1.44487e-15', '3.34674e-14', '1.45019', 'Schur-Padé with RegRE')","('3.6036e-14', '4.58963e-14', '1.09007e-12', '1.56619', 'Schur-Padé with RegRE')"
12,0.22916666666666666,0.0481729028998888749835270381423,inf,"('6.7377e-17', '1.3406e-12', '2.5889e-15')","('9.28586e-16', '1.86105e-15', '3.03656e-14', '1.1937', 'Sonnenberg method')","('2.55822e-14', '3.76166e-14', '7.57155e-13', '1.16563', 'Schur-Padé with RegRE')"
12,0.3263888888888889,0.0491942767695320653554686567703,inf,"('9.15e-17', '1.1182e-12', '2.2371e-15')","('8.37001e-16', '1.76191e-15', '4.62105e-14', '1.27136', 'Sonnenberg method')","('2.7679e-14', '4.24157e-14', '1.15087e-12', '1.12498', 'Schur-Padé with RegRE')"
12,0.7361111111111112,0.0693336949051812431071232736135,inf,"('7.4548e-17', '1.7054e-12', '1.8661e-15')","('8.64873e-16', '1.18751e-15', '2.68658e-14', '1.12486', 'Schur-Padé with RegRE')","('2.23475e-14', '4.50003e-14', '7.121e-13', '3.02306', 'Schur-Padé with RegRE')"
12,0.4305555555555556,0.0581380880491821751514759335243,inf,"('7.2917e-17', '4.2637e-12', '2.5432e-15')","('1.01627e-15', '1.52303e-15', '3.01514e-14', '1.16826', 'Sonnenberg method')","('2.87073e-14', '3.97189e-14', '1.13062e-12', '1.16159', 'Schur-Padé with RegRE')"
12,0.3194444444444444,0.0541376535732639706749470603859,inf,"('7.3702e-17', '2.624e-12', '2.5491e-15')","('8.47821e-16', '8.8159e-16', '2.91286e-14', '1.16682', 'Sonnenberg method')","('3.34903e-14', '3.56995e-14', '1.1108e-12', '1.11578', 'Schur-Padé with RegRE')"
12,0.6458333333333334,0.0604887130293878045719153127218,inf,"('9.0632e-17', '2.4684e-12', '3.6222e-15')","('9.59163e-16', '1.14614e-15', '2.38551e-14', '1.25207', 'Sonnenberg method')","('3.32233e-14', '3.78462e-14', '1.27e-12', '2.43404', 'Schur-Padé with RegRE')"
12,0.5416666666666666,0.0563997192810115921631688779255,inf,"('7.7814e-17', '2.5624e-12', '2.9569e-15')","('5.63374e-16', '1.42448e-15', '2.88727e-14', '1.15449', 'Sonnenberg method')","('3.44614e-14', '3.44615e-14', '1.29114e-12', '1.26377', 'Schur-Padé with RegRE')"
12,0.6180555555555556,0.054750415645296948858060039577,inf,"('8.0411e-17', '2.4978e-12', '2.762e-15')","('9.04141e-16', '1.39363e-15', '2.71172e-14', '1.19116', 'Sonnenberg method')","('2.5493e-14', '6.14248e-14', '1.58571e-12', '1.42028', 'Schur-Padé with RegRE')"
12,0.3888888888888889,0.0585951293219826041540159970399,inf,"('5.3712e-17', '4.1882e-12', '2.9272e-15')","('1.05062e-15', '1.49487e-15', '2.63955e-14', '1.32559', 'Schur-Padé with RegRE')","('2.74301e-14', '3.64239e-14', '1.10509e-12', '1.08374', 'Schur-Padé with RegRE')"
12,0.4027777777777778,0.050809518738407930737160643654,inf,"('7.979e-17', '1.5329e-12', '2.3494e-15')","('8.17806e-16', '9.98157e-16', '3.53601e-14', '1.20409', 'Sonnenberg method')","('1.87765e-14', '3.14666e-14', '7.99711e-13', '1.34964', 'Schur-Padé with RegRE')"
12,0.4236111111111111,0.0616351956845597637485770108404,inf,"('8.2192e-17', '5.5919e-12', '3.1922e-15')","('8.69e-16', '1.21268e-15', '3.5563e-14', '1.12868', 'Sonnenberg method')","('2.79492e-14', '4.34691e-14', '1.10274e-12', '1.17788', 'Schur-Padé with RegRE')"
12,0.6111111111111112,0.0604067369102365484060643785025,inf,"('1.0595e-16', '4.0425e-12', '3.0867e-15')","('9.13882e-16', '1.24781e-15', '3.69196e-14', '1.29237', 'Sonnenberg method')","('2.42887e-14', '5.04233e-14', '7.35669e-13', '1.46375', 'Schur-Padé with RegRE')"
12,0.7152777777777778,0.0699992762802359204276667216542,inf,"('7.8037e-17', '3.2654e-12', '2.1784e-15')","('9.66178e-16', '1.49914e-15', '2.31474e-14', '1.53745', 'Schur-Padé with RegRE')","('2.26878e-14', '3.28757e-14', '7.51061e-13', '3.39528', 'Schur-Padé with RegRE')"
12,0.5208333333333334,0.0607280313234121233563637234803,inf,"('7.9262e-17', '1.918e-12', '1.9398e-15')","('7.82776e-16', '1.1679e-15', '3.77539e-14', '1.23428', 'Sonnenberg method')","('1.66473e-14', '4.97344e-14', '1.02897e-12', '1.1749', 'Schur-Padé with RegRE')"
12,0.5416666666666666,0.0494190297240445615937755064178,inf,"('6.5869e-17', '1.3129e-12', '3.4745e-15')","('8.64433e-16', '1.45983e-15', '3.24353e-14', '1.14487', 'Sonnenberg method')","('2.98841e-14', '3.62405e-14', '1.11375e-12', '1.21783', 'Schur-Padé with RegRE')"
12,0.2708333333333333,0.0561771781974791790247792011146,inf,"('5.3693e-17', '3.5277e-12', '2.0158e-15')","('8.66572e-16', '1.31974e-15', '2.90235e-14', '1.16789', 'Schur-Padé with RegRE')","('1.80115e-14', '2.38167e-14', '8.72967e-13', '1.13181', 'Schur-Padé with RegRE')"
12,0.5208333333333334,0.0546651012553405111991952743469,inf,"('9.8468e-17', '2.0695e-12', '3.5585e-15')","('9.89238e-16', '1.36474e-15', '3.40938e-14', '1.14478', 'Sonnenberg method')","('3.02946e-14', '4.72577e-14', '1.17479e-12', '1.20132', 'Schur-Padé with RegRE')"
12,0.7638888888888888,0.0784133535694825542876701017517,inf,"('7.9718e-17', '6.6366e-12', '1.3786e-15')","('9.16951e-16', '1.16899e-15', '2.05518e-14', '1.43902', 'Schur-Padé with RegRE')","('2.8222e-14', '3.70452e-14', '2.75714e-13', '1.89765', 'Schur-Padé with RegRE')"
12,0.375,0.0557343216779618037249414377795,inf,"('5.6989e-17', '3.0618e-12', '2.5544e-15')","('6.77394e-16', '1.84181e-15', '3.0463e-14', '1.27332', 'Sonnenberg method')","('3.24972e-14', '4.03166e-14', '1.27503e-12', '1.20472', 'Schur-Padé with RegRE')"
12,0.7430555555555556,0.0678048935748004221879320753786,inf,"('7.4096e-17', '1.9225e-12', '2.9632e-15')","('9.99174e-16', '1.61991e-15', '3.06955e-14', '1.48934', 'Schur-Padé with RegRE')","('2.70633e-14', '3.75632e-14', '8.45004e-13', '2.52694', 'Schur-Padé with RegRE')"
12,0.6180555555555556,0.0719058890909748290344345158205,inf,"('8.7142e-17', '1.2498e-11', '2.5337e-15')","('1.058e-15', '1.058e-15', '2.83744e-14', '1.41408', 'Schur-Padé with RegRE')","('2.709e-14', '2.709e-14', '8.87395e-13', '1.75207', 'Schur-Padé with RegRE')"
12,0.7847222222222222,0.0847020349237000064086206748678,inf,"('6.8916e-17', '8.5388e-12', '1.4306e-15')","('7.91231e-16', '1.02946e-15', '1.90102e-14', '1.42328', 'Schur-Padé with RegRE')","('3.01294e-14', '4.05855e-14', '6.51321e-13', '1.38367', 'Schur-Padé with RegRE')"
12,0.18055555555555555,0.047975590400186660708797406881,inf,"('5.8061e-17', '1.2369e-12', '3.4776e-15')","('9.34941e-16', '1.58165e-15', '3.9528e-14', '1.29067', 'Schur-Padé with RegRE')","('2.22549e-14', '4.69431e-14', '9.82808e-13', '1.24686', 'Schur-Padé with RegRE')"
12,0.5416666666666666,0.0672577495487165532714108294278,inf,"('8.0096e-17', '6.0117e-12', '2.5129e-15')","('7.04593e-16', '1.44903e-15', '2.52109e-14', '1.16602', 'Sonnenberg method')","('3.0037e-14', '6.58301e-14', '1.11979e-12', '1.24259', 'Schur-Padé with RegRE')"
12,0.7430555555555556,0.063401713442755971087679105047,inf,"('6.7971e-17', '5.9548e-12', '5.1186e-15')","('8.47244e-16', '1.42757e-15', '7.14939e-14', '1.72313', 'Schur-Padé with RegRE')","('3.01903e-14', '4.04837e-14', '1.4423e-12', '2.03389', 'Schur-Padé with RegRE')"
12,0.4722222222222222,0.0561248302308898953333235567201,inf,"('8.5834e-17', '2.8691e-12', '2.4861e-15')","('1.10998e-15', '1.67475e-15', '3.90023e-14', '1.42286', 'Sonnenberg method')","('2.25243e-14', '4.95369e-14', '9.80043e-13', '1.14307', 'Schur-Padé with RegRE')"
12,0.3055555555555556,0.0500255474595489104365895047172,inf,"('8.5802e-17', '1.547e-12', '4.1132e-15')","('1.10607e-15', '1.21618e-15', '3.67304e-14', '1.21037', 'Schur-Padé with RegRE')","('3.37669e-14', '3.37669e-14', '1.0016e-12', '1.09194', 'Schur-Padé with RegRE')"
12,0.2708333333333333,0.0517462451982715599433011652652,inf,"('7.6875e-17', '1.5737e-12', '2.1574e-15')","('5.41611e-16', '1.73284e-15', '2.52407e-14', '1.31266', 'Schur-Padé with RegRE')","('3.27339e-14', '3.27455e-14', '9.49566e-13', '1.26313', 'Schur-Padé with RegRE')"
12,0.1597222222222222,0.0527505473060022760908971684802,inf,"('7.6801e-17', '2.2642e-12', '2.4419e-15')","('8.95045e-16', '1.97645e-15', '7.16078e-14', '1.24111', 'Schur-Padé with RegRE')","('3.16207e-14', '2.78547e-14', '8.80944e-13', '1.18876', 'Schur-Padé with RegRE')"
12,0.4027777777777778,0.0555727536426396732882414645249,inf,"('6.5045e-17', '2.2824e-12', '2.5738e-15')","('1.11319e-15', '1.16178e-15', '3.97532e-14', '1.17451', 'Schur-Padé with RegRE')","('2.00469e-14', '3.44296e-14', '1.20833e-12', '1.08182', 'Schur-Padé with RegRE')"
12,0.5208333333333334,0.0511151734408466201912435739531,inf,"('7.5335e-17', '1.4906e-12', '2.7446e-15')","('6.41876e-16', '7.1702e-16', '2.77111e-14', '1.15604', 'Schur-Padé with RegRE')","('2.43627e-14', '3.63767e-14', '9.52135e-13', '1.09184', 'Schur-Padé with RegRE')"
12,0.3541666666666667,0.0552094845200793236734099868766,inf,"('8.4732e-17', '2.6677e-12', '2.6409e-15')","('8.41454e-16', '1.22152e-15', '3.04048e-14', '1.12577', 'Sonnenberg method')","('3.11806e-14', '3.18953e-14', '9.09245e-13', '1.37161', 'Schur-Padé with RegRE')"
12,0.1736111111111111,0.0499475191014129704391852052153,inf,"('8.7583e-17', '1.5623e-12', '2.9954e-15')","('1.09519e-15', '1.07495e-15', '4.52908e-14', '1.30396', 'Schur-Padé with RegRE')","('3.17879e-14', '3.668e-14', '7.17834e-13', '1.05704', 'Schur-Padé with RegRE')"
12,0.5486111111111112,0.0626211939756142945709726693936,inf,"('6.2342e-17', '4.5207e-12', '1.9819e-15')","('9.72006e-16', '1.20232e-15', '2.94877e-14', '1.20983', 'Sonnenberg method')","('2.64878e-14', '4.22026e-14', '8.76018e-13', '1.0845', 'Schur-Padé with RegRE')"
12,0.6736111111111112,0.0653436055597259024661632019901,inf,"('9.474e-17', '6.5635e-12', '1.9377e-15')","('1.0281e-15', '2.08114e-15', '3.6256e-14', '1.27342', 'Sonnenberg method')","(None, None, None, None, None)"
12,0.7638888888888888,0.0490992389231489014154989836929,inf,"('8.0144e-17', '4.3925e-13', '2.1891e-15')","('5.6876e-16', '1.01974e-15', '5.36826e-14', '1.45919', 'Sonnenberg method')","('3.47009e-14', '3.56618e-14', '1.38659e-12', '1.57961', 'Schur-Padé with RegRE')"
12,0.5416666666666666,0.0646904681514553904390910559281,inf,"('6.8402e-17', '6.935e-12', '2.0092e-15')","('9.93601e-16', '1.18912e-15', '3.05805e-14', '1.21565', 'Sonnenberg method')","('3.55051e-14', '3.87559e-14', '1.28295e-12', '1.45155', 'Schur-Padé with RegRE')"
12,0.7013888888888888,0.064868859082434237917326718606,inf,"('7.557e-17', '2.1822e-12', '5.0678e-15')","('8.64163e-16', '1.69333e-15', '3.07953e-14', '1.37968', 'Schur-Padé with RegRE')","('2.17296e-14', '4.06277e-14', '1.26002e-12', '3.41312', 'Schur-Padé with RegRE')"
12,0.3472222222222222,0.0532177841686941922530295989275,inf,"('5.6288e-17', '2.1703e-12', '2.2483e-15')","('8.98018e-16', '8.98027e-16', '2.89807e-14', '1.29331', 'Schur-Padé with RegRE')","('2.62476e-14', '5.16389e-14', '7.13783e-13', '1.09688', 'Schur-Padé with RegRE')"
12,0.7638888888888888,0.071838914556250960972593585252,inf,"('5.2501e-17', '2.7729e-12', '2.9887e-15')","('7.02436e-16', '1.0701e-15', '1.81789e-14', '1.46299', 'Schur-Padé with RegRE')","('3.0783e-14', '4.06367e-14', '1.10139e-12', '2.23228', 'Schur-Padé with RegRE')"
12,0.7638888888888888,0.0852387919990751517021318437609,inf,"('8.0995e-17', '5.0655e-12', '1.8804e-15')","('9.79053e-16', '1.27219e-15', '2.47122e-14', '1.30127', 'Schur-Padé with RegRE')","('2.41745e-14', '2.41745e-14', '9.89367e-13', '1.57944', 'Schur-Padé with RegRE')"
12,0.5972222222222222,0.0603078086914521130915617869488,inf,"('8.5403e-17', '3.8582e-12', '2.8614e-15')","('9.73569e-16', '1.04826e-15', '3.13266e-14', '1.21733', 'Schur-Padé with RegRE')","('2.57878e-14', '4.34019e-14', '1.30012e-12', '2.36013', 'Schur-Padé with RegRE')"
12,0.7708333333333334,0.0956966383653292198739361796496,inf,"('9.0566e-17', '8.4625e-12', '2.9624e-15')","('1.03141e-15', '1.54461e-15', '2.27543e-14', '1.39798', 'Schur-Padé with RegRE')","('2.39122e-14', '4.82372e-14', '7.93898e-13', '1.32189', 'Schur-Padé with RegRE')"
12,0.6597222222222222,0.0686802303334921223639837771742,inf,"('7.7006e-17', '6.8719e-12', '2.5975e-15')","('1.09558e-15', '1.09562e-15', '2.83403e-14', '1.49993', 'Schur-Padé with RegRE')","('2.76937e-14', '3.98795e-14', '9.72798e-13', '2.22469', 'Schur-Padé with RegRE')"
12,0.5763888888888888,0.0411415622030026573113789193287,inf,"('6.702e-17', '3.425e-13', '3.1735e-15')","('1.00946e-15', '1.39965e-15', '3.47884e-14', '1.34663', 'Sonnenberg method')","('2.56961e-14', '5.36041e-14', '1.49938e-12', '3.12113', 'Schur-Padé with RegRE')"
12,0.6944444444444444,0.0659595178463437861519384772085,inf,"('5.8326e-17', '2.5063e-12', '3.1982e-15')","('1.01353e-15', '1.30176e-15', '3.59772e-14', '1.25605', 'Schur-Padé with RegRE')","('2.84331e-14', '2.8434e-14', '9.57761e-13', '1.28975', 'Schur-Padé with RegRE')"
12,0.7083333333333334,0.0583454626349168742156499240302,inf,"('7.5897e-17', '2.2347e-12', '3.6987e-15')","('8.48945e-16', '1.57113e-15', '5.82079e-13', '1.62105', 'Schur-Padé with RegRE')","('2.8357e-14', '5.57051e-14', '1.93978e-11', '2.46948', 'Schur-Padé with RegRE')"
12,0.3680555555555556,0.0573812704888870901619096644523,inf,"('7.4903e-17', '3.5228e-12', '2.8561e-15')","('8.92421e-16', '9.60684e-16', '3.50244e-14', '1.2521', 'Sonnenberg method')","('3.01713e-14', '3.01714e-14', '8.87936e-13', '1.22825', 'Schur-Padé with RegRE')"
12,0.4097222222222222,0.0449840320493260168873883007204,inf,"('7.9291e-17', '8.0003e-13', '2.6681e-15')","('1.12553e-15', '1.12549e-15', '4.22036e-14', '1.13258', 'Sonnenberg method')","('3.00674e-14', '3.41917e-14', '9.51809e-13', '1.19803', 'Schur-Padé with RegRE')"
12,0.19444444444444445,0.0505293703719216982952804473729,inf,"('8.7678e-17', '1.5244e-12', '2.881e-15')","('1.0318e-15', '1.404e-15', '2.88498e-14', '1.16268', 'Schur-Padé with RegRE')","('3.16353e-14', '3.98515e-14', '7.61852e-13', '1.13017', 'Schur-Padé with RegRE')"
12,0.20833333333333334,0.0534219588744466194723433771776,inf,"('6.1581e-17', '1.8863e-12', '2.9693e-15')","('7.18146e-16', '1.86523e-15', '3.34635e-14', '1.3112', 'Schur-Padé with RegRE')","('3.10368e-14', '3.10368e-14', '8.36857e-13', '1.06858', 'Schur-Padé with RegRE')"
12,0.25,0.0527608355549387392920877997816,inf,"('1.0123e-16', '2.3123e-12', '4.6287e-15')","('1.0266e-15', '1.42081e-15', '2.74827e-14', '1.14587', 'Schur-Padé with RegRE')","('2.94581e-14', '2.70769e-14', '1.07735e-12', '1.24643', 'Schur-Padé with RegRE')"
12,0.2361111111111111,0.0448698958202785925622446779774,inf,"('7.7902e-17', '8.0677e-13', '2.0345e-15')","('1.09353e-15', '1.28291e-15', '3.71824e-14', '1.16719', 'Schur-Padé with RegRE')","('2.15551e-14', '4.83961e-14', '9.26003e-13', '1.0966', 'Schur-Padé with RegRE')"
12,0.18055555555555555,0.0524549378480055654446102356282,inf,"('7.9345e-17', '2.2223e-12', '2.4229e-15')","('1.07365e-15', '1.71234e-15', '2.7719e-14', '1.11779', 'Sonnenberg method')","('3.32608e-14', '5.0798e-14', '8.8012e-13', '1.22155', 'Schur-Padé with RegRE')"
12,0.2222222222222222,0.0453021242971613598382785928095,inf,"('4.2257e-17', '8.9192e-13', '3.3068e-15')","('1.06112e-15', '1.61215e-15', '2.81111e-14', '1.30735', 'Schur-Padé with RegRE')","('2.47052e-14', '4.31044e-14', '1.18791e-12', '1.19242', 'Schur-Padé with RegRE')"
12,0.7291666666666666,0.0632597590171745298391986457365,inf,"('5.6277e-17', '1.3202e-12', '1.8395e-15')","('7.74152e-16', '1.84263e-15', '3.48806e-14', '1.53469', 'Schur-Padé with RegRE')","('3.08911e-14', '4.14082e-14', '1.59048e-12', '2.96486', 'Schur-Padé with RegRE')"
12,0.4375,0.0542812826767372580975730739189,inf,"('7.6523e-17', '2.2893e-12', '1.9803e-15')","('5.86142e-16', '8.74189e-16', '2.87045e-14', '1.21894', 'Schur-Padé with RegRE')","('3.30378e-14', '3.67002e-14', '9.31752e-13', '1.07414', 'Schur-Padé with RegRE')"
12,0.19444444444444445,0.0512090031535526865072408350063,inf,"('8.6005e-17', '1.5599e-12', '2.7056e-15')","('9.16453e-16', '1.47106e-15', '4.23867e-14', '1.47132', 'Schur-Padé with RegRE')","('3.07483e-14', '3.78922e-14', '1.15148e-12', '1.0497', 'Schur-Padé with RegRE')"
12,0.5069444444444444,0.0482452026531134758868995366651,inf,"('1.0249e-16', '9.8068e-13', '2.8875e-15')","('7.37372e-16', '8.20259e-16', '6.33066e-14', '1.28476', 'Sonnenberg method')","('1.65793e-14', '4.6397e-14', '1.13839e-12', '1.09384', 'Schur-Padé with RegRE')"
12,0.3333333333333333,0.0487214406757909752010357345653,inf,"('9.7055e-17', '1.3203e-12', '2.2697e-15')","('7.56729e-16', '1.47296e-15', '3.37395e-14', '1.18109', 'Schur-Padé with RegRE')","('2.06287e-14', '3.49191e-14', '1.04713e-12', '1.27565', 'Schur-Padé with RegRE')"
12,0.4236111111111111,0.0620051008875121418273025026942,inf,"('8.3333e-17', '5.2851e-12', '3.5767e-15')","('6.46583e-16', '1.21631e-15', '3.63688e-14', '1.31861', 'Sonnenberg method')","('2.88821e-14', '3.86152e-14', '1.52939e-12', '1.30636', 'Schur-Padé with RegRE')"
